Variable,Label,Question,Question Text,Type,Response Type,Codes,Value Labels,Page,Section,Derived,Hidden,Row,Column,Option,Notes
LOOP_BRAND_ITEM_1_REGION,"Loop ""brand"" — item 1 Region",,,text,loop,,,,,Y,Y,,,,"Reference column ""Region"" (text) of loop ""brand"" — belongs to this loop only: HQ region"
LOOP_BRAND_ITEM_1_PRODUCT_TYPE,"Loop ""brand"" — item 1 Product_Type",,,text,loop,,,,,Y,Y,,,,"Reference column ""Product_Type"" (text) of loop ""brand"" — belongs to this loop only"
LOOP_BRAND_ITEM_2,"Loop ""brand"" — item 2",,,text,loop,,,,,Y,Y,,,,"Loop ""brand"" over Q49 (selected)"
LOOP_BRAND_ITEM_2_CODE,"Loop ""brand"" — item 2 code",,,text,loop,"1,2,3,4,5,6,7,8,9,10,11,12",1=Apple; 2=Samsung; 3=Google; 4=Xiaomi; 5=OnePlus; 6=Sony; 7=Microsoft; 8=Amazon; 9=Huawei; 10=Lenovo; 11=Dell; 12=LG,,,Y,Y,,,,"Loop ""brand"" over Q49 (selected)"
LOOP_BRAND_ITEM_2_BRAND_NICKNAME,"Loop ""brand"" — item 2 Brand_Nickname",,,text,loop,,,,,Y,Y,,,,"Reference column ""Brand_Nickname"" (text) of loop ""brand"" — belongs to this loop only: Short internal name used in reports"
LOOP_BRAND_ITEM_2_PRODUCT_ID,"Loop ""brand"" — item 2 Product_ID",,,text,loop,,,,,Y,Y,,,,"Reference column ""Product_ID"" (text) of loop ""brand"" — belongs to this loop only: Client product master id"
LOOP_BRAND_ITEM_2_CLIENT_CODE,"Loop ""brand"" — item 2 Client_Code",,,text,loop,"1,2,3,4,5,6,7,8,9,10,11,12",1=Apple; 2=Samsung; 3=Google; 4=Xiaomi; 5=OnePlus; 6=Sony; 7=Microsoft; 8=Amazon; 9=Huawei; 10=Lenovo; 11=Dell; 12=LG,,,Y,Y,,,,"Reference column ""Client_Code"" (text) of loop ""brand"" — belongs to this loop only"
LOOP_BRAND_ITEM_2_CATEGORY,"Loop ""brand"" — item 2 Category",,,text,loop,,,,,Y,Y,,,,"Reference column ""Category"" (text) of loop ""brand"" — belongs to this loop only: Drives the category-specific question"
LOOP_BRAND_ITEM_2_INTERNAL_NAME,"Loop ""brand"" — item 2 Internal_Name",,,text,loop,,,,,Y,Y,,,,"Reference column ""Internal_Name"" (text) of loop ""brand"" — belongs to this loop only"
LOOP_BRAND_ITEM_2_REGION,"Loop ""brand"" — item 2 Region",,,text,loop,,,,,Y,Y,,,,"Reference column ""Region"" (text) of loop ""brand"" — belongs to this loop only: HQ region"
LOOP_BRAND_ITEM_2_PRODUCT_TYPE,"Loop ""brand"" — item 2 Product_Type",,,text,loop,,,,,Y,Y,,,,"Reference column ""Product_Type"" (text) of loop ""brand"" — belongs to this loop only"
LOOP_BRAND_ITEM_3,"Loop ""brand"" — item 3",,,text,loop,,,,,Y,Y,,,,"Loop ""brand"" over Q49 (selected)"
LOOP_BRAND_ITEM_3_CODE,"Loop ""brand"" — item 3 code",,,text,loop,"1,2,3,4,5,6,7,8,9,10,11,12",1=Apple; 2=Samsung; 3=Google; 4=Xiaomi; 5=OnePlus; 6=Sony; 7=Microsoft; 8=Amazon; 9=Huawei; 10=Lenovo; 11=Dell; 12=LG,,,Y,Y,,,,"Loop ""brand"" over Q49 (selected)"
LOOP_BRAND_ITEM_3_BRAND_NICKNAME,"Loop ""brand"" — item 3 Brand_Nickname",,,text,loop,,,,,Y,Y,,,,"Reference column ""Brand_Nickname"" (text) of loop ""brand"" — belongs to this loop only: Short internal name used in reports"
LOOP_BRAND_ITEM_3_PRODUCT_ID,"Loop ""brand"" — item 3 Product_ID",,,text,loop,,,,,Y,Y,,,,"Reference column ""Product_ID"" (text) of loop ""brand"" — belongs to this loop only: Client product master id"
LOOP_BRAND_ITEM_3_CLIENT_CODE,"Loop ""brand"" — item 3 Client_Code",,,text,loop,"1,2,3,4,5,6,7,8,9,10,11,12",1=Apple; 2=Samsung; 3=Google; 4=Xiaomi; 5=OnePlus; 6=Sony; 7=Microsoft; 8=Amazon; 9=Huawei; 10=Lenovo; 11=Dell; 12=LG,,,Y,Y,,,,"Reference column ""Client_Code"" (text) of loop ""brand"" — belongs to this loop only"
LOOP_BRAND_ITEM_3_CATEGORY,"Loop ""brand"" — item 3 Category",,,text,loop,,,,,Y,Y,,,,"Reference column ""Category"" (text) of loop ""brand"" — belongs to this loop only: Drives the category-specific question"
LOOP_BRAND_ITEM_3_INTERNAL_NAME,"Loop ""brand"" — item 3 Internal_Name",,,text,loop,,,,,Y,Y,,,,"Reference column ""Internal_Name"" (text) of loop ""brand"" — belongs to this loop only"
LOOP_BRAND_ITEM_3_REGION,"Loop ""brand"" — item 3 Region",,,text,loop,,,,,Y,Y,,,,"Reference column ""Region"" (text) of loop ""brand"" — belongs to this loop only: HQ region"
LOOP_BRAND_ITEM_3_PRODUCT_TYPE,"Loop ""brand"" — item 3 Product_Type",,,text,loop,,,,,Y,Y,,,,"Reference column ""Product_Type"" (text) of loop ""brand"" — belongs to this loop only"
LOOP_BRAND_ITEM_4,"Loop ""brand"" — item 4",,,text,loop,,,,,Y,Y,,,,"Loop ""brand"" over Q49 (selected)"
LOOP_BRAND_ITEM_4_CODE,"Loop ""brand"" — item 4 code",,,text,loop,"1,2,3,4,5,6,7,8,9,10,11,12",1=Apple; 2=Samsung; 3=Google; 4=Xiaomi; 5=OnePlus; 6=Sony; 7=Microsoft; 8=Amazon; 9=Huawei; 10=Lenovo; 11=Dell; 12=LG,,,Y,Y,,,,"Loop ""brand"" over Q49 (selected)"
LOOP_BRAND_ITEM_4_BRAND_NICKNAME,"Loop ""brand"" — item 4 Brand_Nickname",,,text,loop,,,,,Y,Y,,,,"Reference column ""Brand_Nickname"" (text) of loop ""brand"" — belongs to this loop only: Short internal name used in reports"
LOOP_BRAND_ITEM_4_PRODUCT_ID,"Loop ""brand"" — item 4 Product_ID",,,text,loop,,,,,Y,Y,,,,"Reference column ""Product_ID"" (text) of loop ""brand"" — belongs to this loop only: Client product master id"
LOOP_BRAND_ITEM_4_CLIENT_CODE,"Loop ""brand"" — item 4 Client_Code",,,text,loop,"1,2,3,4,5,6,7,8,9,10,11,12",1=Apple; 2=Samsung; 3=Google; 4=Xiaomi; 5=OnePlus; 6=Sony; 7=Microsoft; 8=Amazon; 9=Huawei; 10=Lenovo; 11=Dell; 12=LG,,,Y,Y,,,,"Reference column ""Client_Code"" (text) of loop ""brand"" — belongs to this loop only"
LOOP_BRAND_ITEM_4_CATEGORY,"Loop ""brand"" — item 4 Category",,,text,loop,,,,,Y,Y,,,,"Reference column ""Category"" (text) of loop ""brand"" — belongs to this loop only: Drives the category-specific question"
LOOP_BRAND_ITEM_4_INTERNAL_NAME,"Loop ""brand"" — item 4 Internal_Name",,,text,loop,,,,,Y,Y,,,,"Reference column ""Internal_Name"" (text) of loop ""brand"" — belongs to this loop only"
LOOP_BRAND_ITEM_4_REGION,"Loop ""brand"" — item 4 Region",,,text,loop,,,,,Y,Y,,,,"Reference column ""Region"" (text) of loop ""brand"" — belongs to this loop only: HQ region"
LOOP_BRAND_ITEM_4_PRODUCT_TYPE,"Loop ""brand"" — item 4 Product_Type",,,text,loop,,,,,Y,Y,,,,"Reference column ""Product_Type"" (text) of loop ""brand"" — belongs to this loop only"
LOOP_BRAND_ITEM_5,"Loop ""brand"" — item 5",,,text,loop,,,,,Y,Y,,,,"Loop ""brand"" over Q49 (selected)"
LOOP_BRAND_ITEM_5_CODE,"Loop ""brand"" — item 5 code",,,text,loop,"1,2,3,4,5,6,7,8,9,10,11,12",1=Apple; 2=Samsung; 3=Google; 4=Xiaomi; 5=OnePlus; 6=Sony; 7=Microsoft; 8=Amazon; 9=Huawei; 10=Lenovo; 11=Dell; 12=LG,,,Y,Y,,,,"Loop ""brand"" over Q49 (selected)"
LOOP_BRAND_ITEM_5_BRAND_NICKNAME,"Loop ""brand"" — item 5 Brand_Nickname",,,text,loop,,,,,Y,Y,,,,"Reference column ""Brand_Nickname"" (text) of loop ""brand"" — belongs to this loop only: Short internal name used in reports"
LOOP_BRAND_ITEM_5_PRODUCT_ID,"Loop ""brand"" — item 5 Product_ID",,,text,loop,,,,,Y,Y,,,,"Reference column ""Product_ID"" (text) of loop ""brand"" — belongs to this loop only: Client product master id"
LOOP_BRAND_ITEM_5_CLIENT_CODE,"Loop ""brand"" — item 5 Client_Code",,,text,loop,"1,2,3,4,5,6,7,8,9,10,11,12",1=Apple; 2=Samsung; 3=Google; 4=Xiaomi; 5=OnePlus; 6=Sony; 7=Microsoft; 8=Amazon; 9=Huawei; 10=Lenovo; 11=Dell; 12=LG,,,Y,Y,,,,"Reference column ""Client_Code"" (text) of loop ""brand"" — belongs to this loop only"
LOOP_BRAND_ITEM_5_CATEGORY,"Loop ""brand"" — item 5 Category",,,text,loop,,,,,Y,Y,,,,"Reference column ""Category"" (text) of loop ""brand"" — belongs to this loop only: Drives the category-specific question"
LOOP_BRAND_ITEM_5_INTERNAL_NAME,"Loop ""brand"" — item 5 Internal_Name",,,text,loop,,,,,Y,Y,,,,"Reference column ""Internal_Name"" (text) of loop ""brand"" — belongs to this loop only"
LOOP_BRAND_ITEM_5_REGION,"Loop ""brand"" — item 5 Region",,,text,loop,,,,,Y,Y,,,,"Reference column ""Region"" (text) of loop ""brand"" — belongs to this loop only: HQ region"
LOOP_BRAND_ITEM_5_PRODUCT_TYPE,"Loop ""brand"" — item 5 Product_Type",,,text,loop,,,,,Y,Y,,,,"Reference column ""Product_Type"" (text) of loop ""brand"" — belongs to this loop only"
LOOP_BRAND_ITEM_6,"Loop ""brand"" — item 6",,,text,loop,,,,,Y,Y,,,,"Loop ""brand"" over Q49 (selected)"
LOOP_BRAND_ITEM_6_CODE,"Loop ""brand"" — item 6 code",,,text,loop,"1,2,3,4,5,6,7,8,9,10,11,12",1=Apple; 2=Samsung; 3=Google; 4=Xiaomi; 5=OnePlus; 6=Sony; 7=Microsoft; 8=Amazon; 9=Huawei; 10=Lenovo; 11=Dell; 12=LG,,,Y,Y,,,,"Loop ""brand"" over Q49 (selected)"
LOOP_BRAND_ITEM_6_BRAND_NICKNAME,"Loop ""brand"" — item 6 Brand_Nickname",,,text,loop,,,,,Y,Y,,,,"Reference column ""Brand_Nickname"" (text) of loop ""brand"" — belongs to this loop only: Short internal name used in reports"
LOOP_BRAND_ITEM_6_PRODUCT_ID,"Loop ""brand"" — item 6 Product_ID",,,text,loop,,,,,Y,Y,,,,"Reference column ""Product_ID"" (text) of loop ""brand"" — belongs to this loop only: Client product master id"
LOOP_BRAND_ITEM_6_CLIENT_CODE,"Loop ""brand"" — item 6 Client_Code",,,text,loop,"1,2,3,4,5,6,7,8,9,10,11,12",1=Apple; 2=Samsung; 3=Google; 4=Xiaomi; 5=OnePlus; 6=Sony; 7=Microsoft; 8=Amazon; 9=Huawei; 10=Lenovo; 11=Dell; 12=LG,,,Y,Y,,,,"Reference column ""Client_Code"" (text) of loop ""brand"" — belongs to this loop only"
LOOP_BRAND_ITEM_6_CATEGORY,"Loop ""brand"" — item 6 Category",,,text,loop,,,,,Y,Y,,,,"Reference column ""Category"" (text) of loop ""brand"" — belongs to this loop only: Drives the category-specific question"
LOOP_BRAND_ITEM_6_INTERNAL_NAME,"Loop ""brand"" — item 6 Internal_Name",,,text,loop,,,,,Y,Y,,,,"Reference column ""Internal_Name"" (text) of loop ""brand"" — belongs to this loop only"
LOOP_BRAND_ITEM_6_REGION,"Loop ""brand"" — item 6 Region",,,text,loop,,,,,Y,Y,,,,"Reference column ""Region"" (text) of loop ""brand"" — belongs to this loop only: HQ region"
LOOP_BRAND_ITEM_6_PRODUCT_TYPE,"Loop ""brand"" — item 6 Product_Type",,,text,loop,,,,,Y,Y,,,,"Reference column ""Product_Type"" (text) of loop ""brand"" — belongs to this loop only"
LOOP_BRAND_ITEM_7,"Loop ""brand"" — item 7",,,text,loop,,,,,Y,Y,,,,"Loop ""brand"" over Q49 (selected)"
LOOP_BRAND_ITEM_7_CODE,"Loop ""brand"" — item 7 code",,,text,loop,"1,2,3,4,5,6,7,8,9,10,11,12",1=Apple; 2=Samsung; 3=Google; 4=Xiaomi; 5=OnePlus; 6=Sony; 7=Microsoft; 8=Amazon; 9=Huawei; 10=Lenovo; 11=Dell; 12=LG,,,Y,Y,,,,"Loop ""brand"" over Q49 (selected)"
LOOP_BRAND_ITEM_7_BRAND_NICKNAME,"Loop ""brand"" — item 7 Brand_Nickname",,,text,loop,,,,,Y,Y,,,,"Reference column ""Brand_Nickname"" (text) of loop ""brand"" — belongs to this loop only: Short internal name used in reports"
LOOP_BRAND_ITEM_7_PRODUCT_ID,"Loop ""brand"" — item 7 Product_ID",,,text,loop,,,,,Y,Y,,,,"Reference column ""Product_ID"" (text) of loop ""brand"" — belongs to this loop only: Client product master id"
LOOP_BRAND_ITEM_7_CLIENT_CODE,"Loop ""brand"" — item 7 Client_Code",,,text,loop,"1,2,3,4,5,6,7,8,9,10,11,12",1=Apple; 2=Samsung; 3=Google; 4=Xiaomi; 5=OnePlus; 6=Sony; 7=Microsoft; 8=Amazon; 9=Huawei; 10=Lenovo; 11=Dell; 12=LG,,,Y,Y,,,,"Reference column ""Client_Code"" (text) of loop ""brand"" — belongs to this loop only"
LOOP_BRAND_ITEM_7_CATEGORY,"Loop ""brand"" — item 7 Category",,,text,loop,,,,,Y,Y,,,,"Reference column ""Category"" (text) of loop ""brand"" — belongs to this loop only: Drives the category-specific question"
LOOP_BRAND_ITEM_7_INTERNAL_NAME,"Loop ""brand"" — item 7 Internal_Name",,,text,loop,,,,,Y,Y,,,,"Reference column ""Internal_Name"" (text) of loop ""brand"" — belongs to this loop only"
LOOP_BRAND_ITEM_7_REGION,"Loop ""brand"" — item 7 Region",,,text,loop,,,,,Y,Y,,,,"Reference column ""Region"" (text) of loop ""brand"" — belongs to this loop only: HQ region"
LOOP_BRAND_ITEM_7_PRODUCT_TYPE,"Loop ""brand"" — item 7 Product_Type",,,text,loop,,,,,Y,Y,,,,"Reference column ""Product_Type"" (text) of loop ""brand"" — belongs to this loop only"
LOOP_BRAND_ITEM_8,"Loop ""brand"" — item 8",,,text,loop,,,,,Y,Y,,,,"Loop ""brand"" over Q49 (selected)"
LOOP_BRAND_ITEM_8_CODE,"Loop ""brand"" — item 8 code",,,text,loop,"1,2,3,4,5,6,7,8,9,10,11,12",1=Apple; 2=Samsung; 3=Google; 4=Xiaomi; 5=OnePlus; 6=Sony; 7=Microsoft; 8=Amazon; 9=Huawei; 10=Lenovo; 11=Dell; 12=LG,,,Y,Y,,,,"Loop ""brand"" over Q49 (selected)"
LOOP_BRAND_ITEM_8_BRAND_NICKNAME,"Loop ""brand"" — item 8 Brand_Nickname",,,text,loop,,,,,Y,Y,,,,"Reference column ""Brand_Nickname"" (text) of loop ""brand"" — belongs to this loop only: Short internal name used in reports"
LOOP_BRAND_ITEM_8_PRODUCT_ID,"Loop ""brand"" — item 8 Product_ID",,,text,loop,,,,,Y,Y,,,,"Reference column ""Product_ID"" (text) of loop ""brand"" — belongs to this loop only: Client product master id"
LOOP_BRAND_ITEM_8_CLIENT_CODE,"Loop ""brand"" — item 8 Client_Code",,,text,loop,"1,2,3,4,5,6,7,8,9,10,11,12",1=Apple; 2=Samsung; 3=Google; 4=Xiaomi; 5=OnePlus; 6=Sony; 7=Microsoft; 8=Amazon; 9=Huawei; 10=Lenovo; 11=Dell; 12=LG,,,Y,Y,,,,"Reference column ""Client_Code"" (text) of loop ""brand"" — belongs to this loop only"
LOOP_BRAND_ITEM_8_CATEGORY,"Loop ""brand"" — item 8 Category",,,text,loop,,,,,Y,Y,,,,"Reference column ""Category"" (text) of loop ""brand"" — belongs to this loop only: Drives the category-specific question"
LOOP_BRAND_ITEM_8_INTERNAL_NAME,"Loop ""brand"" — item 8 Internal_Name",,,text,loop,,,,,Y,Y,,,,"Reference column ""Internal_Name"" (text) of loop ""brand"" — belongs to this loop only"
LOOP_BRAND_ITEM_8_REGION,"Loop ""brand"" — item 8 Region",,,text,loop,,,,,Y,Y,,,,"Reference column ""Region"" (text) of loop ""brand"" — belongs to this loop only: HQ region"
LOOP_BRAND_ITEM_8_PRODUCT_TYPE,"Loop ""brand"" — item 8 Product_Type",,,text,loop,,,,,Y,Y,,,,"Reference column ""Product_Type"" (text) of loop ""brand"" — belongs to this loop only"
LOOP_BRAND_ITEM_9,"Loop ""brand"" — item 9",,,text,loop,,,,,Y,Y,,,,"Loop ""brand"" over Q49 (selected)"
LOOP_BRAND_ITEM_9_CODE,"Loop ""brand"" — item 9 code",,,text,loop,"1,2,3,4,5,6,7,8,9,10,11,12",1=Apple; 2=Samsung; 3=Google; 4=Xiaomi; 5=OnePlus; 6=Sony; 7=Microsoft; 8=Amazon; 9=Huawei; 10=Lenovo; 11=Dell; 12=LG,,,Y,Y,,,,"Loop ""brand"" over Q49 (selected)"
LOOP_BRAND_ITEM_9_BRAND_NICKNAME,"Loop ""brand"" — item 9 Brand_Nickname",,,text,loop,,,,,Y,Y,,,,"Reference column ""Brand_Nickname"" (text) of loop ""brand"" — belongs to this loop only: Short internal name used in reports"
LOOP_BRAND_ITEM_9_PRODUCT_ID,"Loop ""brand"" — item 9 Product_ID",,,text,loop,,,,,Y,Y,,,,"Reference column ""Product_ID"" (text) of loop ""brand"" — belongs to this loop only: Client product master id"
LOOP_BRAND_ITEM_9_CLIENT_CODE,"Loop ""brand"" — item 9 Client_Code",,,text,loop,"1,2,3,4,5,6,7,8,9,10,11,12",1=Apple; 2=Samsung; 3=Google; 4=Xiaomi; 5=OnePlus; 6=Sony; 7=Microsoft; 8=Amazon; 9=Huawei; 10=Lenovo; 11=Dell; 12=LG,,,Y,Y,,,,"Reference column ""Client_Code"" (text) of loop ""brand"" — belongs to this loop only"
LOOP_BRAND_ITEM_9_CATEGORY,"Loop ""brand"" — item 9 Category",,,text,loop,,,,,Y,Y,,,,"Reference column ""Category"" (text) of loop ""brand"" — belongs to this loop only: Drives the category-specific question"
LOOP_BRAND_ITEM_9_INTERNAL_NAME,"Loop ""brand"" — item 9 Internal_Name",,,text,loop,,,,,Y,Y,,,,"Reference column ""Internal_Name"" (text) of loop ""brand"" — belongs to this loop only"
LOOP_BRAND_ITEM_9_REGION,"Loop ""brand"" — item 9 Region",,,text,loop,,,,,Y,Y,,,,"Reference column ""Region"" (text) of loop ""brand"" — belongs to this loop only: HQ region"
LOOP_BRAND_ITEM_9_PRODUCT_TYPE,"Loop ""brand"" — item 9 Product_Type",,,text,loop,,,,,Y,Y,,,,"Reference column ""Product_Type"" (text) of loop ""brand"" — belongs to this loop only"
LOOP_BRAND_ITEM_10,"Loop ""brand"" — item 10",,,text,loop,,,,,Y,Y,,,,"Loop ""brand"" over Q49 (selected)"
LOOP_BRAND_ITEM_10_CODE,"Loop ""brand"" — item 10 code",,,text,loop,"1,2,3,4,5,6,7,8,9,10,11,12",1=Apple; 2=Samsung; 3=Google; 4=Xiaomi; 5=OnePlus; 6=Sony; 7=Microsoft; 8=Amazon; 9=Huawei; 10=Lenovo; 11=Dell; 12=LG,,,Y,Y,,,,"Loop ""brand"" over Q49 (selected)"
LOOP_BRAND_ITEM_10_BRAND_NICKNAME,"Loop ""brand"" — item 10 Brand_Nickname",,,text,loop,,,,,Y,Y,,,,"Reference column ""Brand_Nickname"" (text) of loop ""brand"" — belongs to this loop only: Short internal name used in reports"
LOOP_BRAND_ITEM_10_PRODUCT_ID,"Loop ""brand"" — item 10 Product_ID",,,text,loop,,,,,Y,Y,,,,"Reference column ""Product_ID"" (text) of loop ""brand"" — belongs to this loop only: Client product master id"
LOOP_BRAND_ITEM_10_CLIENT_CODE,"Loop ""brand"" — item 10 Client_Code",,,text,loop,"1,2,3,4,5,6,7,8,9,10,11,12",1=Apple; 2=Samsung; 3=Google; 4=Xiaomi; 5=OnePlus; 6=Sony; 7=Microsoft; 8=Amazon; 9=Huawei; 10=Lenovo; 11=Dell; 12=LG,,,Y,Y,,,,"Reference column ""Client_Code"" (text) of loop ""brand"" — belongs to this loop only"
LOOP_BRAND_ITEM_10_CATEGORY,"Loop ""brand"" — item 10 Category",,,text,loop,,,,,Y,Y,,,,"Reference column ""Category"" (text) of loop ""brand"" — belongs to this loop only: Drives the category-specific question"
LOOP_BRAND_ITEM_10_INTERNAL_NAME,"Loop ""brand"" — item 10 Internal_Name",,,text,loop,,,,,Y,Y,,,,"Reference column ""Internal_Name"" (text) of loop ""brand"" — belongs to this loop only"
LOOP_BRAND_ITEM_10_REGION,"Loop ""brand"" — item 10 Region",,,text,loop,,,,,Y,Y,,,,"Reference column ""Region"" (text) of loop ""brand"" — belongs to this loop only: HQ region"
LOOP_BRAND_ITEM_10_PRODUCT_TYPE,"Loop ""brand"" — item 10 Product_Type",,,text,loop,,,,,Y,Y,,,,"Reference column ""Product_Type"" (text) of loop ""brand"" — belongs to this loop only"
LOOP_BRAND_ITEM_11,"Loop ""brand"" — item 11",,,text,loop,,,,,Y,Y,,,,"Loop ""brand"" over Q49 (selected)"
LOOP_BRAND_ITEM_11_CODE,"Loop ""brand"" — item 11 code",,,text,loop,"1,2,3,4,5,6,7,8,9,10,11,12",1=Apple; 2=Samsung; 3=Google; 4=Xiaomi; 5=OnePlus; 6=Sony; 7=Microsoft; 8=Amazon; 9=Huawei; 10=Lenovo; 11=Dell; 12=LG,,,Y,Y,,,,"Loop ""brand"" over Q49 (selected)"
LOOP_BRAND_ITEM_11_BRAND_NICKNAME,"Loop ""brand"" — item 11 Brand_Nickname",,,text,loop,,,,,Y,Y,,,,"Reference column ""Brand_Nickname"" (text) of loop ""brand"" — belongs to this loop only: Short internal name used in reports"
LOOP_BRAND_ITEM_11_PRODUCT_ID,"Loop ""brand"" — item 11 Product_ID",,,text,loop,,,,,Y,Y,,,,"Reference column ""Product_ID"" (text) of loop ""brand"" — belongs to this loop only: Client product master id"
LOOP_BRAND_ITEM_11_CLIENT_CODE,"Loop ""brand"" — item 11 Client_Code",,,text,loop,"1,2,3,4,5,6,7,8,9,10,11,12",1=Apple; 2=Samsung; 3=Google; 4=Xiaomi; 5=OnePlus; 6=Sony; 7=Microsoft; 8=Amazon; 9=Huawei; 10=Lenovo; 11=Dell; 12=LG,,,Y,Y,,,,"Reference column ""Client_Code"" (text) of loop ""brand"" — belongs to this loop only"
LOOP_BRAND_ITEM_11_CATEGORY,"Loop ""brand"" — item 11 Category",,,text,loop,,,,,Y,Y,,,,"Reference column ""Category"" (text) of loop ""brand"" — belongs to this loop only: Drives the category-specific question"
LOOP_BRAND_ITEM_11_INTERNAL_NAME,"Loop ""brand"" — item 11 Internal_Name",,,text,loop,,,,,Y,Y,,,,"Reference column ""Internal_Name"" (text) of loop ""brand"" — belongs to this loop only"
LOOP_BRAND_ITEM_11_REGION,"Loop ""brand"" — item 11 Region",,,text,loop,,,,,Y,Y,,,,"Reference column ""Region"" (text) of loop ""brand"" — belongs to this loop only: HQ region"
LOOP_BRAND_ITEM_11_PRODUCT_TYPE,"Loop ""brand"" — item 11 Product_Type",,,text,loop,,,,,Y,Y,,,,"Reference column ""Product_Type"" (text) of loop ""brand"" — belongs to this loop only"
LOOP_BRAND_ITEM_12,"Loop ""brand"" — item 12",,,text,loop,,,,,Y,Y,,,,"Loop ""brand"" over Q49 (selected)"
LOOP_BRAND_ITEM_12_CODE,"Loop ""brand"" — item 12 code",,,text,loop,"1,2,3,4,5,6,7,8,9,10,11,12",1=Apple; 2=Samsung; 3=Google; 4=Xiaomi; 5=OnePlus; 6=Sony; 7=Microsoft; 8=Amazon; 9=Huawei; 10=Lenovo; 11=Dell; 12=LG,,,Y,Y,,,,"Loop ""brand"" over Q49 (selected)"
LOOP_BRAND_ITEM_12_BRAND_NICKNAME,"Loop ""brand"" — item 12 Brand_Nickname",,,text,loop,,,,,Y,Y,,,,"Reference column ""Brand_Nickname"" (text) of loop ""brand"" — belongs to this loop only: Short internal name used in reports"
LOOP_BRAND_ITEM_12_PRODUCT_ID,"Loop ""brand"" — item 12 Product_ID",,,text,loop,,,,,Y,Y,,,,"Reference column ""Product_ID"" (text) of loop ""brand"" — belongs to this loop only: Client product master id"
LOOP_BRAND_ITEM_12_CLIENT_CODE,"Loop ""brand"" — item 12 Client_Code",,,text,loop,"1,2,3,4,5,6,7,8,9,10,11,12",1=Apple; 2=Samsung; 3=Google; 4=Xiaomi; 5=OnePlus; 6=Sony; 7=Microsoft; 8=Amazon; 9=Huawei; 10=Lenovo; 11=Dell; 12=LG,,,Y,Y,,,,"Reference column ""Client_Code"" (text) of loop ""brand"" — belongs to this loop only"
LOOP_BRAND_ITEM_12_CATEGORY,"Loop ""brand"" — item 12 Category",,,text,loop,,,,,Y,Y,,,,"Reference column ""Category"" (text) of loop ""brand"" — belongs to this loop only: Drives the category-specific question"
LOOP_BRAND_ITEM_12_INTERNAL_NAME,"Loop ""brand"" — item 12 Internal_Name",,,text,loop,,,,,Y,Y,,,,"Reference column ""Internal_Name"" (text) of loop ""brand"" — belongs to this loop only"
LOOP_BRAND_ITEM_12_REGION,"Loop ""brand"" — item 12 Region",,,text,loop,,,,,Y,Y,,,,"Reference column ""Region"" (text) of loop ""brand"" — belongs to this loop only: HQ region"
LOOP_BRAND_ITEM_12_PRODUCT_TYPE,"Loop ""brand"" — item 12 Product_Type",,,text,loop,,,,,Y,Y,,,,"Reference column ""Product_Type"" (text) of loop ""brand"" — belongs to this loop only"
LOOP_NONUSER_COUNT,"Loop ""nonuser"" — number of iterations",,,numeric,loop,,,,,Y,Y,,,,"Loop ""nonuser"" over Q49 (notSelected)"
LOOP_NONUSER_ITEM_1,"Loop ""nonuser"" — item 1",,,text,loop,,,,,Y,Y,,,,"Loop ""nonuser"" over Q49 (notSelected)"
LOOP_NONUSER_ITEM_1_CODE,"Loop ""nonuser"" — item 1 code",,,text,loop,"1,2,3,4,5,6,7,8,9,10,11,12",1=Apple; 2=Samsung; 3=Google; 4=Xiaomi; 5=OnePlus; 6=Sony; 7=Microsoft; 8=Amazon; 9=Huawei; 10=Lenovo; 11=Dell; 12=LG,,,Y,Y,,,,"Loop ""nonuser"" over Q49 (notSelected)"
LOOP_NONUSER_ITEM_1_REASON_PROMPT,"Loop ""nonuser"" — item 1 Reason_Prompt",,,text,loop,,,,,Y,Y,,,,"Reference column ""Reason_Prompt"" (text) of loop ""nonuser"" — belongs to this loop only"
LOOP_NONUSER_ITEM_2,"Loop ""nonuser"" — item 2",,,text,loop,,,,,Y,Y,,,,"Loop ""nonuser"" over Q49 (notSelected)"
LOOP_NONUSER_ITEM_2_CODE,"Loop ""nonuser"" — item 2 code",,,text,loop,"1,2,3,4,5,6,7,8,9,10,11,12",1=Apple; 2=Samsung; 3=Google; 4=Xiaomi; 5=OnePlus; 6=Sony; 7=Microsoft; 8=Amazon; 9=Huawei; 10=Lenovo; 11=Dell; 12=LG,,,Y,Y,,,,"Loop ""nonuser"" over Q49 (notSelected)"
